m^2,lambda,nsteps,mag,abs mag
-0.0858646,
-0.0858646,
-0.0839204,
-0.078007,
-0.0784458,
-0.0753589,
-0.0721989,
-0.0682281,
-0.0729185,
-0.0804617,
-0.0795441,
-0.0814721,
-0.0822541,
-0.0856766,
-0.0826689,
-0.0857664,
-0.0819516,
-0.0859245,
-0.0859245,
-0.0777352,
-0.0741183,
-0.0766779,
-0.0814344,
-0.0817072,
-0.0778175,
-0.0763286,
-0.0821508,
-0.0808872,
-0.0873792,
-0.0883839,
-0.0958648,
-0.0958648,
-0.0958648,
-0.0926805,
-0.0919149,
-0.0868466,
-0.0788849,
-0.0698593,
-0.0737969,
-0.0801368,
-0.0794243,
-0.0768913,
-0.0783456,
-0.0794264,
-0.0777541,
-0.0762352,
-0.0820592,
-0.0805921,
-0.0805921,
-0.0805921,
-0.08436,
-0.0916588,
-0.0962656,
-0.0979167,
-0.0984761,
-0.107968,
-0.102345,
-0.0981034,
-0.10503,
-0.104979,
-0.101633,
-0.102154,
-0.102154,
-0.109759,
-0.111442,
-0.119535,
-0.121643,
-0.11767,
-0.1154,
-0.118108,
-0.124682,
-0.125567,
-0.12039,
-0.125867,
-0.13363,
-0.132816,
-0.133478,
-0.134519,
-0.131874,
-0.139156,
-0.136063,
-0.136063,
-0.13585,
-0.13862,
-0.128719,
-0.134772,
-0.138688,
-0.137599,
-0.141107,
-0.136059,
-0.136975,
-0.135899,
-0.133596,
-0.142357,
-0.141663,
-0.147781,
-0.14364,
-0.14364,
-0.142854,
-0.141366,
-0.135335,
-0.134696,
-0.134696,
-0.126413,
-0.124928,
-0.124928,
-0.124521,
-0.120285,
-0.116067,
-0.113845,
-0.108169,
-0.11269,
-0.119331,
-0.114503,
-0.120411,
-0.122125,
-0.122125,
-0.128956,
-0.135233,
-0.128926,
-0.129798,
-0.135279,
-0.134428,
-0.143366,
-0.14089,
-0.144114,
-0.155207,
-0.161593,
-0.159505,
-0.150162,
-0.148743,
-0.152903,
-0.14827,
-0.150927,
-0.151696,
-0.154644,
-0.149085,
-0.145612,
-0.148252,
-0.155612,
-0.158473,
-0.160999,
-0.160999,
-0.155233,
-0.151728,
-0.147608,
-0.150914,
-0.148425,
-0.148425,
-0.150488,
-0.141483,
-0.145972,
-0.147547,
-0.14858,
-0.14858,
-0.147077,
-0.146885,
-0.146885,
-0.145821,
-0.144885,
-0.141083,
-0.143657,
-0.148943,
-0.140521,
-0.146227,
-0.139235,
-0.138067,
-0.141403,
-0.13441,
-0.138136,
-0.140307,
-0.146509,
-0.148403,
-0.154276,
-0.156668,
-0.153343,
-0.152047,
-0.154412,
-0.153836,
-0.155049,
-0.147418,
-0.144465,
-0.142288,
-0.148041,
-0.144875,
-0.144875,
-0.137513,
-0.13633,
-0.13633,
-0.134378,
-0.135171,
-0.135171,
-0.130838,
-0.131122,
-0.135606,
-0.136868,
-0.131446,
-0.131129,
-0.138146,
-0.138146,
-0.141123,
-0.147441,
-0.147441,
-0.152111,
-0.155364,
-0.153135,
-0.153135,
-0.156524,
-0.152347,
-0.157046,
-0.168788,
-0.163818,
-0.160488,
-0.151381,
-0.138645,
-0.139336,
-0.150202,
-0.144649,
-0.146768,
-0.144567,
-0.143611,
-0.137479,
-0.137014,
-0.138566,
-0.138566,
-0.133585,
-0.129944,
-0.132193,
-0.127133,
-0.131901,
-0.127385,
-0.127171,
-0.135742,
-0.142913,
-0.145421,
-0.143768,
-0.143904,
-0.15177,
-0.14999,
-0.151129,
-0.150856,
-0.152942,
-0.14808,
-0.143249,
-0.143245,
-0.139215,
-0.132939,
-0.132774,
-0.134302,
-0.134865,
-0.137688,
-0.135312,
-0.123785,
-0.130618,
-0.130696,
-0.130696,
-0.127297,
-0.123953,
-0.132978,
-0.129056,
-0.124789,
-0.135679,
-0.130798,
-0.123222,
-0.120114,
-0.126719,
-0.124108,
-0.124883,
-0.124883,
-0.126807,
-0.126807,
-0.126807,
-0.120599,
-0.122043,
-0.124834,
-0.124301,
-0.127352,
-0.13216,
-0.135404,
-0.137478,
-0.136785,
-0.136785,
-0.144149,
-0.148471,
-0.152327,
-0.158669,
-0.161772,
-0.161772,
-0.15981,
-0.159594,
-0.157901,
-0.168235,
-0.16839,
-0.16839,
-0.168091,
-0.170107,
-0.168488,
-0.172972,
-0.167019,
-0.176003,
-0.176003,
-0.17689,
-0.178631,
-0.1832,
-0.1832,
-0.184058,
-0.174991,
-0.183811,
-0.181041,
-0.173627,
-0.166074,
-0.166074,
-0.157076,
-0.155218,
-0.154959,
-0.16067,
-0.166834,
-0.164228,
-0.164152,
-0.159613,
-0.159061,
-0.15611,
-0.162384,
-0.159358,
-0.149672,
-0.145037,
-0.1424,
-0.151321,
-0.151461,
-0.150171,
-0.149494,
-0.153098,
-0.148766,
-0.155318,
-0.150488,
-0.149094,
-0.146373,
-0.149581,
-0.146924,
-0.143691,
-0.14486,
-0.151527,
-0.148976,
-0.148976,
-0.152209,
-0.156898,
-0.161093,
-0.161093,
-0.174003,
-0.174653,
-0.185718,
-0.185718,
-0.186911,
-0.186911,
-0.185334,
-0.178374,
-0.178374,
-0.178942,
-0.181219,
-0.185406,
-0.18386,
-0.18386,
-0.18414,
-0.18511,
-0.175276,
-0.180156,
-0.186834,
-0.181571,
-0.180161,
-0.178643,
-0.180733,
-0.179718,
-0.179797,
-0.179797,
-0.181373,
-0.183215,
-0.193786,
-0.190353,
-0.192525,
-0.190908,
-0.193677,
-0.189993,
-0.184597,
-0.184383,
-0.183006,
-0.181003,
-0.178545,
-0.179838,
-0.181047,
-0.186313,
-0.186548,
-0.186548,
-0.191283,
-0.18507,
-0.185333,
-0.185011,
-0.185011,
-0.191282,
-0.191282,
-0.192257,
-0.19586,
-0.195031,
-0.188345,
-0.185332,
-0.178264,
-0.178175,
-0.186731,
-0.186731,
-0.184808,
-0.180631,
-0.185073,
-0.190946,
-0.190946,
-0.188734,
-0.179738,
-0.182454,
-0.177401,
-0.183579,
-0.171481,
-0.179928,
-0.18931,
-0.19563,
-0.202607,
-0.207382,
-0.202086,
-0.193133,
-0.191791,
-0.197032,
-0.199272,
-0.201465,
-0.201465,
-0.199872,
-0.20124,
-0.218471,
-0.223406,
-0.224356,
-0.220275,
-0.222267,
-0.225964,
-0.225964,
-0.226264,
-0.225924,
-0.226382,
-0.226382,
-0.223951,
-0.222892,
-0.223573,
-0.221295,
-0.221295,
-0.221209,
-0.216535,
-0.215932,
-0.208061,
-0.20782,
-0.204429,
-0.204021,
-0.209539,
-0.217257,
-0.213811,
-0.214523,
-0.214026,
-0.207316,
-0.206063,
-0.209037,
-0.210697,
-0.203784,
-0.207872,
-0.212932,
-0.209997,
-0.20665,
-0.205618,
-0.201316,
-0.202769,
-0.207493,
-0.197316,
-0.199842,
-0.209782,
-0.202674,
-0.195522,
-0.194212,
-0.198219,
-0.197916,
-0.199288,
-0.196894,
-0.20485,
-0.206366,
-0.206366,
-0.199141,
-0.197637,
-0.190259,
-0.185515,
-0.183944,
-0.176669,
-0.177791,
-0.176981,
-0.181146,
-0.182244,
-0.188451,
-0.188451,
-0.188451,
-0.191084,
-0.191084,
-0.190896,
-0.196181,
-0.194179,
-0.192855,
-0.192855,
-0.188586,
-0.183275,
-0.187987,
-0.1887,
-0.195923,
-0.202378,
-0.205653,
-0.211076,
-0.209954,
-0.213485,
-0.205695,
-0.200942,
-0.20414,
-0.195868,
-0.190158,
-0.178942,
-0.180152,
-0.191306,
-0.197365,
-0.201976,
-0.201976,
-0.196082,
-0.20063,
-0.199145,
-0.193729,
-0.194541,
-0.199478,
-0.199478,
-0.203236,
-0.206938,
-0.205833,
-0.208395,
-0.207238,
-0.204837,
-0.199195,
-0.18593,
-0.18593,
-0.187495,
-0.182934,
-0.18061,
-0.175595,
-0.171573,
-0.171304,
-0.173992,
-0.174045,
-0.182444,
-0.16818,
-0.155395,
-0.162869,
-0.161558,
-0.160686,
-0.156907,
-0.15473,
-0.161198,
-0.167163,
-0.165934,
-0.162549,
-0.167256,
-0.170755,
-0.178826,
-0.188241,
-0.183823,
-0.181982,
-0.181982,
-0.174063,
-0.169638,
-0.168137,
-0.170101,
-0.16683,
-0.172385,
-0.174273,
-0.179703,
-0.187508,
-0.178943,
-0.179538,
-0.188619,
-0.190126,
-0.186412,
-0.186999,
-0.192367,
-0.197453,
-0.19711,
-0.194271,
-0.192653,
-0.19081,
-0.192541,
-0.192541,
-0.204388,
-0.207503,
-0.208461,
-0.21034,
-0.212504,
-0.215557,
-0.215557,
-0.205508,
-0.205511,
-0.206898,
-0.211617,
-0.202676,
-0.201927,
-0.202168,
-0.209199,
-0.216906,
-0.221803,
-0.219493,
-0.229814,
-0.225916,
-0.217241,
-0.217241,
-0.224303,
-0.22649,
-0.240342,
-0.239439,
-0.229741,
-0.237286,
-0.232151,
-0.230163,
-0.230761,
-0.234953,
-0.238186,
-0.238393,
-0.240854,
-0.23828,
-0.242144,
-0.244079,
-0.244648,
-0.244311,
-0.256873,
-0.262659,
-0.262659,
-0.261399,
-0.261819,
-0.257158,
-0.258903,
-0.265821,
-0.274878,
-0.277633,
-0.281772,
-0.283233,
-0.283233,
-0.284492,
-0.283914,
-0.294635,
-0.290291,
-0.303656,
-0.298378,
-0.300141,
-0.29335,
-0.293631,
-0.296648,
-0.306563,
-0.305881,
-0.305284,
-0.30689,
-0.311993,
-0.317549,
-0.320357,
-0.327254,
-0.323751,
-0.32588,
-0.335103,
-0.334076,
-0.344861,
-0.347379,
-0.341571,
-0.338553,
-0.343659,
-0.336666,
-0.331021,
-0.329516,
-0.331167,
-0.323889,
-0.323889,
-0.325906,
-0.330648,
-0.329352,
-0.329352,
-0.329938,
-0.325449,
-0.323698,
-0.323698,
-0.320858,
-0.329523,
-0.343624,
-0.337542,
-0.34346,
-0.344182,
-0.343728,
-0.340004,
-0.339227,
-0.34499,
-0.346013,
-0.352678,
-0.356227,
-0.361767,
-0.370129,
-0.369751,
-0.373211,
-0.373211,
-0.379442,
-0.379599,
-0.376385,
-0.364516,
-0.371075,
-0.370779,
-0.359227,
-0.359227,
-0.361557,
-0.35848,
-0.360897,
-0.3621,
-0.357065,
-0.34945,
-0.345243,
-0.344732,
-0.344685,
-0.339094,
-0.332591,
-0.324044,
-0.326454,
-0.322127,
-0.32687,
-0.325194,
-0.321552,
-0.316854,
-0.318232,
-0.307627,
-0.306616,
-0.311351,
-0.311351,
-0.314329,
-0.304599,
-0.302871,
-0.305945,
-0.31143,
-0.307225,
-0.306383,
-0.301008,
-0.300186,
-0.296851,
-0.295005,
-0.288906,
-0.286862,
-0.287468,
-0.284602,
-0.291234,
-0.295703,
-0.297992,
-0.297622,
-0.305319,
-0.306894,
-0.299914,
-0.302512,
-0.302512,
-0.306127,
-0.302208,
-0.298549,
-0.295755,
-0.300334,
-0.300334,
-0.284936,
-0.284936,
-0.286163,
-0.286163,
-0.289095,
-0.279802,
-0.278483,
-0.273879,
-0.278774,
-0.273818,
-0.273288,
-0.270421,
-0.270421,
-0.27732,
-0.276711,
-0.274481,
-0.274198,
-0.269534,
-0.279727,
-0.278129,
-0.276678,
-0.271593,
-0.27319,
-0.28248,
-0.278859,
-0.27995,
-0.279366,
-0.281313,
-0.281313,
-0.280301,
-0.282769,
-0.277603,
-0.276138,
-0.279838,
-0.27609,
-0.279464,
-0.280952,
-0.288426,
-0.289076,
-0.288873,
-0.285064,
-0.289403,
-0.289669,
-0.297925,
-0.297925,
-0.296927,
-0.297504,
-0.303592,
-0.303592,
-0.29606,
-0.29439,
-0.29439,
-0.292603,
-0.283673,
-0.285653,
-0.285653,
-0.283242,
-0.281661,
-0.278537,
-0.285014,
-0.286731,
-0.279671,
-0.27848,
-0.280767,
-0.280729,
-0.275296,
-0.283847,
-0.280343,
-0.28386,
-0.283887,
-0.283887,
-0.295646,
-0.292219,
-0.290392,
-0.296084,
-0.295612,
-0.302722,
-0.309046,
-0.314146,
-0.31786,
-0.31786,
-0.31786,
-0.322682,
-0.323345,
-0.308276,
-0.29638,
-0.29638,
-0.291444,
-0.286699,
-0.29416,
-0.292785,
-0.305708,
-0.297467,
-0.294256,
-0.298678,
-0.294651,
-0.294985,
-0.298515,
-0.298515,
-0.303765,
-0.296458,
-0.293947,
-0.297951,
-0.299726,
-0.303322,
-0.303322,
-0.296923,
-0.303014,
-0.309287,
-0.307553,
-0.30376,
-0.303103,
-0.307006,
-0.311894,
-0.314474,
-0.315958,
-0.308877,
-0.308701,
-0.315664,
-0.307446,
-0.31225,
-0.308555,
-0.3043,
-0.298398,
-0.298398,
-0.299472,
-0.297619,
-0.297619,
-0.300452,
-0.295494,
-0.292986,
-0.295157,
-0.296427,
-0.297242,
-0.30316,
-0.30316,
-0.310155,
-0.314277,
-0.31469,
-0.323426,
-0.325183,
-0.325136,
-0.32933,
-0.341118,
-0.341118,
-0.342319,
-0.34811,
-0.342402,
-0.343461,
-0.343461,
-0.345161,
-0.342236,
-0.342236,
-0.33818,
-0.351774,
-0.34726,
-0.344087,
-0.353564,
-0.351316,
-0.353229,
-0.356854,
-0.355962,
-0.367225,
-0.359061,
-0.362374,
-0.362374,
-0.366421,
-0.361354,
-0.366,
-0.372538,
-0.377717,
-0.379787,
-0.383378,
-0.383378,
-0.382419,
-0.379645,
-0.384746,
-0.389191,
-0.385452,
-0.395909,
-0.388354,
-0.389228,
-0.391995,
-0.385711,
-0.390657,
-0.396908,
-0.401459,
-0.412235,
-0.422821,
-0.421142,
-0.427746,
-0.427146,
-0.426339,
-0.426339,
-0.426339,
-0.433852,
-0.428277,
-0.428454,
-0.429684,
-0.427406,
-0.425085,
-0.430572,
-0.436112,
-0.445215,
-0.445215,
-0.445215,
-0.444264,
-0.448279,
-0.447829,
-0.450208,
-0.452541,
-0.45114,
-0.45114,
-0.457031,
-0.457416,
-0.450943,
-0.449039,
-0.449039,
-0.455146,
-0.453685,
-0.451279,
-0.44892,
-0.449414,
-0.447015,
-0.449093,
-0.445363,
-0.45678,
-0.461583,
-0.464718,
-0.467393,
-0.467393,
-0.468661,
-0.471876,
-0.475449,
-0.484945,
-0.481132,
-0.484089,
-0.487912,
-0.481152,
-0.478087,
-0.482714,
-0.483533,
-0.488556,
-0.490845,
-0.489498,
-0.493132,
-0.493132,
-0.499727,
-0.49801,
-0.504227,
-0.507629,
-0.518999,
-0.532246,
-0.528497,
-0.528993,
-0.525589,
-0.528367,
-0.522765,
-0.526439,
-0.527375,
-0.516426,
-0.519042,
-0.523801,
-0.530408,
-0.523202,
-0.523594,
-0.522596,
-0.522596,
-0.518093,
-0.511696,
-0.516065,
-0.527737,
-0.53187,
-0.530897,
-0.532904,
-0.535488,
-0.536524,
-0.541367,
-0.538892,
-0.538156,
-0.541544,
-0.544516,
-0.545802,
-0.546302,
-0.548276,
-0.550497,
-0.547564,
-0.544018,
-0.544992,
-0.545175,
-0.54344,
-0.542794,
-0.537475,
-0.530752,
-0.528798,
-0.526019,
-0.523163,
-0.516272,
-0.512033,
-0.509592,
-0.510027,
-0.51351,
-0.517235,
-0.515124,
-0.513164,
-0.510079,
-0.511767,
-0.511345,
-0.517457,
-0.521004,
-0.520645,
-0.516396,
-0.517968,
-0.513187,
-0.513675,
-0.517049,
-0.523015,
-0.515748,
-0.515022,
-0.522182,
-0.524968,
-0.517166,
-0.525481,
-0.528855,
-0.528855,
-0.541336,
-0.540806,
-0.542538,
-0.542779,
-0.543957,
-0.535049,
-0.535049,
-0.533519,
-0.543203,
-0.549456,
-0.545279,
-0.552974,
-0.553089,
-0.564894,
-0.564571,
-0.566861,
-0.562121,
-0.566239,
-0.570375,
-0.571599,
-0.573152,
-0.573152,
-0.579725,
-0.576873,
-0.57842,
-0.583319,
-0.579955,
-0.578752,
-0.576499,
-0.582014,
-0.585416,
-0.585416,
-0.588847,
-0.586546,
-0.595664,
-0.595664,
-0.604202,
-0.607288,
-0.596295,
-0.5942,
-0.587171,
-0.583991,
-0.583991,
-0.584803,
-0.584863,
-0.583283,
-0.594588,
-0.589761,
-0.594782,
-0.595437,
-0.595939,
-0.601427,
-0.595805,
-0.596026,
-0.60189,
-0.60084,
-0.59588,
-0.6015,
-0.602824,
-0.600647,
-0.603991,
-0.601676,
-0.602734,
-0.59059,
-0.586557,
-0.593532,
-0.602267,
-0.595704,
-0.593828,
-0.603131,
-0.599535,
-0.599535,
-0.604893,
-0.606205,
-0.607977,
-0.611313,
-0.610888,
-0.610888,
-0.621144,
-0.625009,
-0.621466,
-0.619266,
-0.623628,
-0.628008,
-0.627633,
-0.619446,
-0.62164,
-0.624842,
-0.627234,
-0.635309,
-0.637461,
-0.645069,
-0.653402,
-0.644792,
-0.647254,
-0.647254,
-0.652895,
-0.653077,
-0.653077,
-0.656177,
-0.652235,
-0.652235,
-0.655337,
-0.66333,
-0.669556,
-0.669556,
-0.676317,
-0.679303,
-0.675247,
-0.674392,
-0.673478,
-0.670598,
-0.670598,
-0.662672,
-0.656644,
-0.658473,
-0.656194,
-0.656957,
-0.661109,
-0.649239,
-0.655542,
-0.659514,
-0.658485,
-0.661645,
-0.666574,
-0.664828,
-0.6697,
-0.66382,
-0.673172,
-0.672131,
-0.679938,
-0.681256,
-0.685066,
-0.691468,
-0.697324,
-0.699723,
-0.698266,
-0.701393,
-0.697336,
-0.701317,
-0.699593,
-0.699941,
-0.695258,
-0.692959,
-0.692191,
-0.688,
-0.697691,
-0.701685,
-0.707069,
-0.707069,
-0.706087,
-0.703598,
-0.708387,
-0.702803,
-0.706252,
-0.711723,
-0.721815,
-0.725915,
-0.73485,
-0.732037,
-0.733725,
-0.731111,
-0.73442,
-0.737876,
-0.746292,
-0.747178,
-0.745862,
-0.742422,
-0.741802,
-0.742174,
-0.741234,
-0.737908,
-0.741173,
-0.743788,
-0.743505,
-0.746288,
-0.752316,
-0.749551,
-0.760816,
-0.762105,
-0.756024,
-0.760441,
-0.760441,
-0.759408,
-0.753264,
-0.762174,
-0.767501,
-0.766518,
-0.763073,
-0.764799,
-0.764713,
-0.763226,
-0.757719,
-0.765974,
-0.767184,
-0.771449,
-0.771262,
-0.771342,
-0.766118,
-0.766118,
-0.769601,
-0.774613,
-0.773333,
-0.780485,
-0.78733,
-0.785513,
-0.790201,
-0.794249,
-0.794268,
-0.800797,
-0.804799,
-0.80779,
-0.808992,
-0.808921,
-0.808987,
-0.804182,
-0.805285,
-0.803358,
-0.812835,
-0.815001,
-0.830811,
-0.837283,
-0.841953,
-0.834847,
-0.837521,
-0.842063,
-0.847969,
-0.85754,
-0.857807,
-0.86254,
-0.86254,
-0.867106,
-0.875085,
-0.872974,
-0.863787,
-0.858537,
-0.857458,
-0.857458,
-0.851074,
-0.851074,
-0.861587,
-0.86176,
-0.862943,
-0.87269,
-0.869187,
-0.866531,
-0.864043,
-0.867906,
-0.872925,
-0.878573,
-0.887668,
-0.887895,
-0.885005,
-0.892672,
-0.889119,
-0.889119,
-0.891248,
-0.89558,
-0.89558,
-0.901875,
-0.90476,
-0.90476,
-0.909351,
-0.905113,
-0.904911,
-0.904911,
-0.907587,
-0.901605,
-0.898864,
-0.904473,
-0.900368,
-0.900162,
-0.915808,
-0.918535,
-0.915927,
-0.922169,
-0.921734,
-0.925303,
-0.929957,
-0.935686,
-0.929921,
-0.931672,
-0.939453,
-0.939164,
-0.94724,
-0.948313,
-0.945873,
-0.942682,
-0.939142,
-0.939142,
-0.940741,
-0.943659,
-0.943758,
-0.943892,
-0.93772,
-0.94029,
-0.946711,
-0.951606,
-0.951627,
-0.956291,
-0.946123,
-0.944988,
-0.954581,
-0.959796,
-0.959796,
-0.954474,
-0.953833,
-0.957369,
-0.971509,
-0.974137,
-0.972424,
-0.977993,
-0.972669,
-0.971576,
-0.975917,
-0.977531,
-0.977531,
-0.973681,
-0.970546,
-0.975343,
-0.976588,
-0.983966,
-0.979373,
-0.980885,
-0.976731,
-0.976248,
-0.978239,
-0.980938,
-0.973022,
-0.980585,
-0.982258,
-0.982258,
-0.980498,
-0.98632,
-0.980999,
-0.97867,
-0.981437,
-0.980636,
-0.975306,
-0.978648,
-0.982672,
-0.983514,
-0.984036,
-0.990069,
-0.981948,
-0.978368,
-0.987009,
-0.984476,
-0.990217,
-0.991007,
-0.997036,
-1.00485,
-0.999107,
-1.00404,
-1.00052,
-1.00422,
-1.00422,
-1.00667,
-1.00693,
-0.998073,
-0.993108,
-0.992251,
-0.982254,
-0.980851,
-0.977541,
-0.977541,
-0.983231,
-0.984511,
-0.984511,
-0.993211,
-1.00185,
-1.00185,
-1.00484,
-1.00869,
-1.00875,
-1.00552,
-1.00967,
-1.01712,
-1.02405,
-1.0279,
-1.03178,
-1.03221,
-1.02668,
-1.02668,
-1.01628,
-1.01512,
-1.00178,
-0.99781,
-0.99185,
-0.991843,
-0.995298,
-0.999597,
-0.994439,
-0.99259,
-0.995129,
-0.995432,
-0.993869,
-0.992164,
-0.993259,
-1.00307,
-0.998371,
-0.998702,
-0.99933,
-1.00664,
-1.01148,
-1.01741,
-1.01613,
-1.01908,
-1.00969,
-1.0086,
-1.00948,
-1.00543,
-1.0123,
-1.01293,
-1.0198,
-1.01997,
-1.01644,
-1.01644,
-1.01769,
-1.021,
-1.02196,
-1.01517,
-1.02406,
-1.01845,
-1.01653,
-1.01539,
-1.01268,
-1.015,
-1.01244,
-1.01426,
-1.02101,
-1.03175,
-1.03652,
-1.0314,
-1.0325,
-1.03466,
-1.03188,
-1.03863,
-1.04033,
-1.03295,
-1.03914,
-1.03872,
-1.03886,
-1.03696,
-1.04509,
-1.04509,
-1.03698,
-1.03432,
-1.03649,
-1.02506,
-1.02485,
-1.04134,
-1.04165,
-1.04644,
-1.05783,
-1.05951,
-1.05755,
-1.05755,
-1.06136,
-1.06136,
-1.06885,
-1.07981,
-1.07981,
-1.07805,
-1.0724,
-1.0727,
-1.069,
-1.06866,
-1.06866,
-1.0656,
-1.0713,
-1.06947,
-1.07087,
-1.07705,
-1.07705,
-1.07874,
-1.08229,
-1.08755,
-1.09928,
-1.10129,
-1.09637,
-1.1063,
-1.11109,
-1.11762,
-1.1124,
-1.11336,
-1.11244,
-1.09926,
-1.09306,
-1.09107,
-1.09287,
-1.09287,
-1.09281,
-1.09281,
-1.09345,
-1.09701,
-1.09701,
-1.10564,
-1.10585,
-1.09937,
-1.09778,
-1.10972,
-1.10822,
-1.10652,
-1.11085,
-1.11632,
-1.12082,
-1.12316,
-1.12294,
-1.12695,
-1.12767,
-1.12729,
-1.1309,
-1.12859,
-1.12621,
-1.13196,
-1.13986,
-1.13752,
-1.1471,
-1.15074,
-1.14696,
-1.14211,
-1.14683,
-1.14944,
-1.14968,
-1.15988,
-1.16656,
-1.17092,
-1.17596,
-1.18533,
-1.18538,
-1.18538,
-1.18635,
-1.18744,
-1.18852,
-1.19302,
-1.18326,
-1.18526,
-1.18786,
-1.18786,
-1.18618,
-1.19042,
-1.19042,
-1.19351,
-1.20187,
-1.20187,
-1.20409,
-1.21022,
-1.21689,
-1.22412,
-1.21672,
-1.21838,
-1.21366,
-1.21984,
-1.2202,
-1.22453,
-1.22988,
-1.23311,
-1.23311,
-1.23311,
-1.23311,
-1.23887,
-1.24202,
-1.25269,
-1.2543,
-1.26054,
-1.26883,
-1.27341,
-1.27732,
-1.27732,
-1.27753,
-1.2773,
-1.28237,
-1.2803,
-1.27356,
-1.27872,
-1.28761,
-1.28827,
-1.29033,
-1.2886,
-1.2895,
-1.29774,
-1.30756,
-1.29973,
-1.30027,
-1.30448,
-1.315,
-1.32006,
-1.32631,
-1.3227,
-1.32274,
-1.31589,
-1.31377,
-1.31162,
-1.3145,
-1.3145,
-1.3145,
-1.30843,
-1.31142,
-1.31472,
-1.31938,
-1.32479,
-1.3182,
-1.32538,
-1.32852,
-1.32548,
-1.32865,
-1.32565,
-1.32444,
-1.33044,
-1.33044,
-1.33044,
-1.343,
-1.34786,
-1.35357,
-1.35357,
-1.35502,
-1.3476,
-1.36057,
-1.36284,
-1.3701,
-1.37402,
-1.37402,
-1.36935,
-1.37405,
-1.37184,
-1.37553,
-1.38451,
-1.39058,
-1.38482,
-1.38614,
-1.37635,
-1.38206,
-1.38475,
-1.39007,
-1.37977,
-1.39136,
-1.39229,
-1.39745,
-1.39745,
-1.405,
-1.40751,
-1.41829,
-1.4208,
-1.41018,
-1.40797,
-1.40839,
-1.41178,
-1.41097,
-1.41074,
-1.41895,
-1.41514,
-1.41539,
-1.41172,
-1.41172,
-1.42052,
-1.42083,
-1.41833,
-1.42308,
-1.43374,
-1.42788,
-1.42241,
-1.42245,
-1.43234,
-1.43522,
-1.42694,
-1.42765,
-1.43649,
-1.42986,
-1.43502,
-1.43334,
-1.43334,
-1.43254,
-1.44217,
-1.44321,
-1.44294,
-1.44513,
-1.4517,
-1.45891,
-1.45891,
-1.4579,
-1.45691,
-1.46141,
-1.45377,
-1.4595,
-1.46148,
-1.46862,
-1.4654,
-1.4669,
-1.46634,
-1.47532,
-1.47473,
-1.47392,
-1.47696,
-1.47503,
-1.46931,
-1.46489,
-1.46619,
-1.46888,
-1.46739,
-1.46944,
-1.46944,
-1.47257,
-1.47393,
-1.47,
-1.46955,
-1.47258,
-1.47714,
-1.47714,
-1.47732,
-1.47732,
-1.47732,
-1.48049,
-1.47845,
-1.47766,
-1.48722,
-1.48722,
-1.49545,
-1.49405,
-1.48618,
-1.48247,
